,SCMP China,France,Germany,UK,US
161,130.0135016,135.4588666,143.1194668,242.656893,129.7321983
162,70.8156741,187.1167962,193.895432,237.9694289,196.9472469
163,104.1029861,170.7781121,146.9262732,269.2442421,127.2281732
164,121.5974362,214.5264337,111.5932389,233.2443664,186.7412481
165,74.11595836,309.0109413,116.3797591,302.2837577,154.7627409
166,82.42306365,152.4380113,137.2138182,268.5077449,175.0442836
167,110.6732467,311.9080072,179.4142997,194.9812289,151.5533295
168,172.6803987,162.4641746,140.9458416,195.2267579,111.4928249
169,46.08257954,210.0111903,93.2711136,131.3256452,104.5623701
170,131.2483652,271.0741438,123.7856787,177.4130638,153.8417288
171,153.0111443,241.7879502,80.16926762,156.2340375,124.8465874
172,26.14408675,164.0336383,93.21103606,146.943298,84.5491611
173,39.59001272,228.3782043,172.5946833,198.1065934,139.0378982
174,207.3971809,211.3640245,184.0123038,194.1976416,207.1603073
175,186.7314804,256.7083262,280.6147511,203.3124371,283.6655748
176,158.0556294,312.2534632,377.8437926,288.8650704,214.4261053
177,238.7096016,298.8520946,217.8192679,334.3316328,137.8392521
178,363.5231097,361.3698541,327.9483927,380.2680239,143.7145629
179,324.4626311,283.2513873,203.2061437,324.939074,183.0886071
180,298.7026441,289.3977719,193.7616748,252.6007411,154.4180208
181,236.0895262,299.1496324,127.2582742,280.6376679,119.43544
182,242.7279939,219.1388432,112.1820564,254.3473952,98.74810531
183,155.8289312,330.9455178,139.8486386,222.4167027,96.96967117
184,216.2519562,313.9736747,169.5964836,378.449658,135.8798511
185,304.5527404,380.1791496,202.490058,313.5788715,197.4609789
186,301.5229164,241.5575338,237.9815577,292.4076827,180.8035422
187,215.3175342,144.799326,161.6061832,218.6783026,142.9553013
188,161.9789961,243.7095179,227.4225931,309.8489688,182.1071855
189,300.7020736,284.0088427,174.7027147,374.7680874,166.1284041
190,306.3358361,332.8208559,214.81981,408.4349986,205.8646602
191,192.768392,270.1315359,170.5152236,358.9934699,214.9519488
192,208.5545313,318.2390724,198.8841835,371.5023074,199.3589422
193,162.256029,242.8760287,152.4201888,265.6839138,128.5625134
194,83.76906949,259.2550887,201.0030362,274.7190201,146.1158616
195,147.953175,300.5311552,131.4647436,240.477416,135.4405916
196,82.95887237,256.8084064,65.2171277,162.9687234,109.0280432
197,40.40321298,293.7850449,126.3947244,216.7747382,126.6258694
198,115.4674727,215.3303221,160.8444947,141.8206951,91.43749003
199,139.7595417,143.9303842,131.1768634,217.5097791,108.7583782
200,69.79079739,244.4139453,130.3910364,181.1646842,179.8897364
201,97.59776311,287.1696463,209.0070588,229.4941566,225.3733071
202,81.02541356,185.9594107,110.1591896,176.4741361,89.91517307
203,137.2324553,223.9708835,166.1023766,190.2335088,115.0207376
204,103.444367,221.4137978,106.1858022,206.4477837,107.7051288
205,66.52954518,139.9690958,134.5987229,181.9648283,93.36929826
206,134.9426201,221.996133,130.7783561,217.1248964,101.018732
207,84.26825705,175.991452,93.58222857,114.795743,96.99343089
208,80.7627704,188.4292174,129.2179974,198.7409335,102.0150429
209,102.2316546,159.1836848,70.29832423,123.7755286,85.96846752
210,127.4802911,148.7422122,105.196354,146.2275681,78.50598746
211,151.0019071,132.2171911,142.9677893,209.9140324,63.87733632
212,185.7618987,242.4857393,177.0050298,267.5660442,86.21660154
213,240.4953153,208.566779,150.6270036,159.8326288,113.3345834
214,112.7389804,195.1888953,109.457277,142.2918616,93.18594253
215,93.96096041,261.0257297,152.419621,210.3607487,87.41532796
216,232.2151038,178.6987222,201.2724675,201.1910351,120.54423
217,117.6836725,238.4951256,161.2988288,190.1389037,87.60946942
218,82.0932938,174.1975847,80.55538448,209.5492995,95.97896261
219,105.3183591,211.1349227,105.4914765,255.4854658,103.544957
220,127.5528055,197.7985796,113.3971946,272.4648433,102.3186965
221,123.3431419,303.5277321,212.8246818,199.7822483,115.8802867
222,268.7092055,314.7603681,176.3980386,179.1389314,98.73479281
223,224.0585852,171.7394449,158.6809034,137.501521,156.5036298
224,393.234133,263.0301601,165.8669659,279.8417455,171.9326776
225,244.8679574,231.9336859,187.6360162,155.604702,110.7019377
226,104.7490707,200.9758814,193.5543449,208.3819384,89.58371044
227,151.6144909,206.3948495,127.0860718,164.4255511,101.9634329
228,261.9420837,241.4245362,203.9956397,249.4154311,154.8573306
229,269.0191783,324.0465357,181.8609086,312.5995997,148.3217888
230,323.1558323,253.6858633,190.581825,479.3259841,130.4901593
231,286.1773401,216.3302809,124.1681782,434.6092157,96.41341581
232,260.2574652,241.115665,131.4611975,428.5092854,96.22233274
233,357.2088125,444.3419827,454.0054529,799.9340879,233.956103
234,558.222136,410.0073828,331.6681769,1141.795541,164.4584005
235,288.7802087,178.7202821,223.1273556,458.6845235,106.8856228
236,388.7495906,291.6730095,219.0773681,378.9744976,86.34353838
237,261.8988928,256.623607,148.2605389,545.1151106,108.0641248
238,475.6709186,448.5950832,322.2203351,816.2022066,254.1013278
239,646.9109892,408.267547,246.8142508,468.0212573,161.4247862
240,694.8494131,462.9655655,335.6414953,539.2246059,195.0406301
241,464.5228159,379.4259536,170.4004543,445.9740297,177.777717
242,533.3043943,521.5641506,222.1230272,418.6566097,154.6096951
243,322.3442537,574.6331444,204.838831,335.4758302,157.6765228
244,451.9784974,288.2604439,151.3844127,470.2643196,129.8880577
245,328.5536,308.565286,192.2242904,709.7436819,120.638462
246,162.6932861,176.4695321,142.712363,466.4747238,141.138335
247,265.2581029,164.0532893,104.7308072,441.4792477,137.8597036
248,314.001226,256.4782118,164.5267907,457.8815524,116.6200175
249,291.5835857,227.0053871,142.6975082,485.8477904,125.8658439
250,268.0438566,251.3694061,189.6355879,520.0068364,111.2826865
251,269.3547532,194.6321282,110.6976898,419.0991137,140.3501816
252,122.9374079,221.1375688,150.0355792,395.8885844,160.9672048
253,211.7801747,192.0305871,97.5289662,205.928913,114.7555583
254,245.5517214,195.5721392,113.2593988,388.9264359,187.0958899
255,291.3069803,187.3611054,127.536061,289.225961,139.0353864
256,374.1038239,303.0539079,178.8854475,355.0552439,162.2766973
257,465.4168369,331.2620753,209.0020526,371.7162385,134.402771
258,561.0261386,239.729842,219.1371636,372.0432172,176.2050781
259,502.7537302,184.5211653,174.6761018,302.5617992,114.9613709
260,516.4866225,230.6804745,231.3566742,364.9650316,120.9851907
261,621.4263986,302.2928528,193.9070565,451.3879939,136.1146533
262,677.5375635,274.4578971,148.1727541,451.1716742,164.9422023
263,935.31032,339.5765151,225.8979087,468.7466076,226.5768878
264,654.962671,363.0477396,168.0872303,406.907402,284.1359377
265,720.1579305,267.5836015,155.9464732,460.3843402,123.639288
266,753.1077482,238.6893466,248.3747163,417.981731,180.6316997
267,502.5500494,206.5038806,198.2504866,350.9756932,109.6863735
268,759.0687265,159.8460099,145.9243551,400.5489888,160.858154
269,959.8522864,244.0255474,171.3699039,354.8410735,207.9913723
270,721.646693,269.4966685,246.2419013,435.4997022,207.7454617
271,904.938393,287.8340354,314.258145,505.4777452,282.522931
272,933.8837889,275.0495763,207.2343133,429.2398118,186.6406966
273,970.8298913,267.7097096,210.1850517,542.4784201,159.5113928
274,726.5910687,246.5949418,181.5048062,459.1411333,170.4803411
275,894.895726,244.3881081,207.2461319,407.362008,190.5049253
276,755.263833,254.2695921,131.5076085,390.3047239,164.7553058
277,646.3675545,238.5234311,304.0949655,238.0345156,216.1912124
278,734.6422769,367.1570204,498.0574394,386.6355335,425.7791698
279,819.1759786,320.1627111,374.946942,322.8698463,400.9447432
280,934.7170383,305.8369819,397.7159929,291.2494723,503.9633367
281,843.615191,321.6908454,278.8722048,294.3223185,300.2401727
282,893.4085013,242.3414714,312.931601,343.8109455,427.9153661
283,821.083237,202.9508666,215.7382191,293.5509668,263.471434
284,563.816388,432.6912615,295.3185037,276.290848,252.5878427
285,631.7533765,358.2684075,443.7424307,322.7706749,305.7666267
286,723.9094737,403.8862927,387.4944815,313.8418348,327.609605
287,606.5165472,257.2673361,227.9440037,210.9030596,326.6166301
288,665.3083251,276.3722744,210.2320971,199.2239483,261.3061328
289,565.4004842,226.4303407,223.4536293,172.0104561,187.5196161
290,493.8991929,258.4463582,263.6632025,211.3199841,166.7855324
291,488.2267729,186.4050473,236.3790171,174.9753625,141.3001663
292,492.6757138,210.5560678,168.6125067,171.2383212,172.0962089
293,413.0723419,219.5001285,192.4976737,124.2629063,149.1312694
294,505.5795429,251.8014248,346.4341822,178.6249656,182.1714095
295,592.8004556,231.6991217,364.0997808,175.765098,157.195214
296,356.0634929,236.9429877,361.9670646,159.418494,171.3004477
297,452.1493777,270.2298429,304.2257588,206.5466243,136.920239
298,491.7496316,310.0813529,395.5716355,243.6911458,175.8728799
299,589.8113043,331.3154815,597.9361968,207.1046068,201.4336653
300,582.5810285,313.7881058,478.2045264,186.7559498,155.279659
301,406.1777864,298.9066038,394.1190975,111.0992204,140.4425019
302,863.9366077,429.9355675,785.0256072,311.4734539,229.2447417
303,843.9185406,322.8414361,707.8743992,243.4105164,168.8277466
304,735.8332743,380.5905726,616.0472682,257.3088704,190.4530179
305,763.4010502,420.5877254,589.1642295,266.2120818,152.810574
306,778.8398819,495.3164519,765.0222114,347.9097899,222.7899376
307,602.4936016,231.0219656,742.7387055,270.227559,183.0348268
308,689.2953079,255.8242756,844.8547214,343.6126685,201.7384894
309,743.397577,372.2765076,753.2297471,548.2783984,207.2753348
310,892.6838638,302.9760682,767.6569782,394.9049242,210.3748942
311,700.5243112,261.9671025,584.1854527,247.4495942,150.0371241
312,728.0449092,296.3216651,520.125651,267.3662463,161.4271135
313,573.7079036,327.7979586,472.1092352,267.9847113,152.9672811
314,756.7567371,382.9259323,572.4735414,297.8757299,200.4899363
315,354.666401,269.8401492,403.1335937,218.1575875,165.4175591
316,522.0904122,295.3102094,439.0830415,286.8734888,205.1764577
317,523.1169847,214.0193647,481.6574553,243.6495849,179.3080436
318,704.5660767,236.5362876,520.2620456,276.0950946,132.7106302
319,709.8819912,152.6554562,661.2609143,267.4250982,76.84422386
320,819.7461456,243.3477561,737.6819317,255.4273576,117.6987774
321,603.7398945,261.8244872,669.56517,270.9105594,133.594075
322,743.397577,282.4558554,626.1370391,250.7335241,140.6772042
323,,321.2858705,672.5178656,162.6232146,107.001579
