"Kuwait","Saudi.Arabia","Iraq"
-4.33301235582982e-18,-4.33301235582982e-18,0.498574306029053
-3.77190142318644e-16,-3.77190142318644e-16,0.498162057146345
-1.02082728379761e-15,-1.02082728379761e-15,0.497852870473878
5.71480949071161e-16,5.71480949071161e-16,0.497646746011653
1.21117913315538e-15,1.21117913315538e-15,0.497543683759669
-3.35596333056506e-16,-3.35596333056506e-16,0.497543683717923
-1.34723117824895e-15,-1.34723117824895e-15,0.497646745907436
-7.63248117640199e-16,-7.63248117640199e-16,0.49785287032821
-6.44716492198384e-17,-6.44716492198384e-17,0.498162056980243
-8.36280134321871e-16,-8.36280134321871e-16,0.498574305863533
-1.62569069736346e-16,-1.62569069736346e-16,0.499089616978084
2.59944415215588e-16,2.59944415215588e-16,0.499707990323894
-1.87222536420902e-16,-1.87222536420902e-16,0.500429425900962
7.25849595215214e-16,7.25849595215214e-16,0.50125392370929
5.56485994340789e-16,5.56485994340789e-16,0.502181483748876
-4.84204668518535e-16,-4.84204668518535e-16,0.503212106019721
5.46725451864939e-17,5.46725451864939e-17,0.504345790521826
-7.93797482177944e-16,-7.93797482177944e-16,0.505582537255189
7.13755952598531e-19,7.13755952598531e-19,0.506299648563853
-8.51407516739205e-17,-8.51407516739205e-17,0.506497124447817
-3.00975660248523e-16,-3.00975660248523e-16,0.506174964907079
-3.53799501847304e-16,-3.53799501847304e-16,0.505333169941642
-3.6689591654713e-16,-3.6689591654713e-16,0.503971739551504
-8.07801385664261e-16,-8.07801385664261e-16,0.502090673736666
5.63931466557134e-16,5.63931466557134e-16,0.499689972497128
1.78803506069467e-16,1.78803506069467e-16,0.496769635832889
-6.35273304026889e-16,-6.35273304026889e-16,0.493329663743949
-1.18290845004523e-15,-1.18290845004523e-15,0.489370056230309
2.84914519080912e-16,2.84914519080912e-16,0.48489081329197
-9.09578697186338e-16,-9.09578697186338e-16,0.479891934928929
-1.10855893906477e-15,-1.10855893906477e-15,0.476890338918383
-1.25886717390578e-15,-1.25886717390578e-15,0.475886025260332
1.18340834217277e-16,1.18340834217277e-16,0.476878993954778
-4.99763522457147e-16,-4.99763522457147e-16,0.479869245001716
1.81499578749956e-16,1.81499578749956e-16,0.48485677840115
-5.6135775350247e-16,-5.6135775350247e-16,0.491841594153078
2.67867334989361e-18,2.67867334989361e-18,0.500823692257501
7.5245633374757e-17,7.5245633374757e-17,0.511803072714419
-6.96067757298991e-16,-6.96067757298991e-16,0.524779735523831
6.33686988540128e-16,6.33686988540128e-16,0.539753680685739
-4.38654490950524e-17,-4.38654490950524e-17,0.55672490820014
5.22606302015617e-16,5.22606302015617e-16,0.575693418067038
5.60198798811232e-16,5.60198798811232e-16,0.587108631891908
-4.59402874013428e-16,-4.59402874013428e-16,0.590970549674751
-6.22391709889902e-16,-6.22391709889902e-16,0.587279171415568
-3.17436452901908e-16,-3.17436452901908e-16,0.576034497114358
-1.57974731700973e-16,-1.57974731700973e-16,0.557236526771121
-1.38322814590316e-16,-1.38322814590316e-16,0.530885260385858
2.31372837532053e-16,2.31372837532053e-16,0.496980697958567
8.23157172966345e-17,8.23157172966345e-17,0.45552283948925
1.1346963211004e-16,1.1346963211004e-16,0.406511684977906
-3.44205073006586e-17,-3.44205073006586e-17,0.349947234424535
-1.38607995032661e-16,-1.38607995032661e-16,0.285829487829137
-3.37354561696769e-17,-3.37354561696769e-17,0.214158445191713
-1.18790918077818e-16,-1.18790918077818e-16,0.150041204903133
-7.09901224769585e-17,-7.09901224769585e-17,0.0934777669633969
1.34268712741815e-15,1.34268712741815e-15,0.0444681313725062
-2.77902073517708e-16,-2.77902073517708e-16,0.0030122981304575
-6.71065386177796e-16,-6.71065386177796e-16,-0.030889732762746
-3.8244282031083e-16,-3.8244282031083e-16,-0.0572379613071045
-3.99241066878575e-16,-3.99241066878575e-16,-0.076032387502619
-3.17708353786699e-16,-3.17708353786699e-16,-0.0872730113492895
-1.06154247942946e-15,-1.06154247942946e-15,-0.0909598328471161
-2.12126643206072e-16,-2.12126643206072e-16,-0.0870928519960976
-7.10528876183501e-16,-7.10528876183501e-16,-0.0756720687962356
6.07834495779271e-16,6.07834495779271e-16,-0.0566974832475274
9.47994033550652e-16,9.47994033550652e-16,-0.0397227328290456
5.6091633497923e-17,5.6091633497923e-17,-0.0247478175407895
-3.22600968291273e-16,-3.22600968291273e-16,-0.0117727373827577
-1.30395576504645e-15,-1.30395576504645e-15,-0.000797492354951162
-9.4340136797108e-16,-9.4340136797108e-16,0.00817791754263192
-2.85492123999817e-16,-2.85492123999817e-16,0.01515349230999
-2.49873301652449e-16,-2.49873301652449e-16,0.0201292319471233
-3.93746494844273e-16,-3.93746494844273e-16,0.0231051364540307
2.62837129329647e-16,2.62837129329647e-16,0.024081205830715
-7.17072152761481e-16,-7.17072152761481e-16,0.0230574400771728
1.6914273868779e-16,1.6914273868779e-16,0.0200338391934078
-2.67534826994679e-16,-2.67534826994679e-16,0.015010403179416
-1.64104586717522e-16,-1.64104586717522e-16,0.0105164145037829
-3.83002464243503e-16,-3.83002464243503e-16,0.0065518731665078
1.49732025789392e-15,1.49732025789392e-15,0.00311677916759273
8.72656752699927e-17,8.72656752699927e-17,0.000211132507032728
4.02782165869549e-17,4.02782165869549e-17,-0.00216506681516778
-2.1468600619576e-16,-2.1468600619576e-16,-0.00401181879901035
2.40001312977573e-16,2.40001312977573e-16,-0.00532912344449408
-6.05106149716606e-16,-6.05106149716606e-16,-0.00611698075162142
2.13123653924549e-16,2.13123653924549e-16,-0.00637539072038896
-7.91470338771497e-16,-7.91470338771497e-16,-0.00610435335080041
8.13176193319599e-16,8.13176193319599e-16,-0.00530386864285045
-6.86289810787957e-16,-6.86289810787957e-16,-0.0039739365965459
2.64638503710661e-16,2.64638503710661e-16,-0.00278417334708388
2.80519524438732e-16,2.80519524438732e-16,-0.00173457889446776
-5.64417016271114e-16,-5.64417016271114e-16,-0.000825153238697483
-3.9325029235586e-16,-3.9325029235586e-16,-5.58963797711634e-05
1.58131310373484e-16,1.58131310373484e-16,0.000573191682310339
-2.43016081907864e-16,-2.43016081907864e-16,0.00106211094754658
-1.44465916077194e-16,-1.44465916077194e-16,0.00141086141593835
1.79230054056642e-16,1.79230054056642e-16,0.00161944308748536
7.60411969936287e-16,7.60411969936287e-16,0.00168785596218677
3.4067665138568e-17,3.4067665138568e-17,0.00161610004004323
-3.15455398348236e-16,-3.15455398348236e-16,0.00140417532105465
3.07527169961935e-16,3.07527169961935e-16,0.00105208180522229
1.74041553738236e-16,1.74041553738236e-16,0.000737097346669554
6.47675272788528e-17,6.47675272788528e-17,0.000459221945398112
-6.658542939025e-16,-6.658542939025e-16,0.000218455601406875
-9.27833114158783e-16,-9.27833114158783e-16,1.47983146971556e-05
-2.49234362531894e-16,-2.49234362531894e-16,-0.000151749914731463
-6.24948531780748e-16,-6.24948531780748e-16,-0.000281189086879866
-4.78504158497005e-16,-4.78504158497005e-16,-0.00037351920174692
4.26027079282812e-16,4.26027079282812e-16,-0.000428740259331946
2.74797816880029e-16,2.74797816880029e-16,-0.000446852259637645
-9.05817033793749e-16,-9.05817033793749e-16,-0.000427855202663547
-3.84830784860152e-16,-3.84830784860152e-16,-0.000371749088406033
2.8358663074074e-16,2.8358663074074e-16,-0.00027853391686799
-4.35435921260913e-16,-4.35435921260913e-16,-0.000195143200992334
-9.33023732059557e-17,-9.33023732059557e-17,-0.00012157694077684
-7.55255233353402e-16,-7.55255233353402e-16,-5.78351362231281e-05
-3.77464986350828e-16,-3.77464986350828e-16,-3.91778732982128e-06
4.08310538158041e-16,4.08310538158041e-16,4.0175105903115e-05
1.90121627208911e-16,1.90121627208911e-16,7.44435434747129e-05
-3.45879127747716e-16,-3.45879127747716e-16,9.88875253852144e-05
5.96555140355837e-16,5.96555140355837e-16,0.000113507051634862
-4.87999397835726e-16,-4.87999397835726e-16,0.000118302122222814
-7.65853309589448e-16,-7.65853309589448e-16,0.000113272737149906
-9.24065511609395e-16,-9.24065511609395e-16,9.84188964163387e-05
-1.08336191580183e-15,-1.08336191580183e-15,7.37406000219922e-05
-1.18752663952337e-15,-1.18752663952337e-15,5.1663283912851e-05
-1.04937217769441e-15,-1.04937217769441e-15,3.21869480904344e-05
-3.32253755758183e-16,-3.32253755758183e-16,1.53115925544131e-05
2.38524477946811e-16,2.38524477946811e-16,1.03721730406164e-06
-7.47177927168385e-16,-7.47177927168385e-16,-1.06361776620301e-05
-4.38559778770387e-17,-4.38559778770387e-17,-1.97085923406165e-05
-3.19949755166367e-16,-3.19949755166367e-16,-2.6180026733922e-05
2.22830651500083e-16,2.22830651500083e-16,-3.00504808408145e-05
-4.81927865669807e-17,-4.81927865669807e-17,-3.13199546627046e-05
2.64653750303712e-16,2.64653750303712e-16,-2.99884481984165e-05
6.507381439258e-16,6.507381439258e-16,-2.60559614477949e-05
6.58002298481453e-16,6.58002298481453e-16,-1.952249441218e-05
3.87602276663568e-16,3.87602276663568e-16,-1.36776248987346e-05
-9.52037927659521e-16,-9.52037927659521e-16,-8.52135290913827e-06
7.32053306862213e-16,7.32053306862213e-16,-4.0536784388541e-06
-1.32641293781877e-15,-1.32641293781877e-15,-2.74601494426293e-07
2.62593766175989e-16,2.62593766175989e-16,2.815877930647e-06
-7.83010808969031e-16,-7.83010808969031e-16,5.21775983097186e-06
-2.13750458305517e-16,-2.13750458305517e-16,6.93104421013165e-06
4.63116957977183e-16,4.63116957977183e-16,7.95573106728524e-06
-2.20309881449055e-16,-2.20309881449055e-16,8.29182040029859e-06
-5.26488574958961e-16,-5.26488574958961e-16,7.93931221113129e-06
-5.5424415057459e-16,-5.5424415057459e-16,6.89820650057269e-06
-2.03830008427275e-17,-2.03830008427275e-17,5.16850326779577e-06
-8.12717948495134e-16,-8.12717948495134e-16,3.62110204096041e-06
2.64545330086463e-16,2.64545330086463e-16,2.25600282348446e-06
2.4980018054066e-16,2.4980018054066e-16,1.07320561329449e-06
-2.35055030994857e-16,-2.35055030994857e-16,7.27104103462675e-08
-3.65592972562112e-16,-3.65592972562112e-16,-7.45482784979875e-07
-2.18141477104083e-16,-2.18141477104083e-16,-1.38137397231617e-06
-1.20753016960573e-16,-1.20753016960573e-16,-1.83496315176864e-06
-2.7972416050126e-16,-2.7972416050126e-16,-2.10625032354356e-06
-2.87096735274162e-16,-2.87096735274162e-16,-2.19523548723299e-06
-5.11743425413158e-17,-5.11743425413158e-17,-2.10191864407749e-06
5.22151766269019e-16,5.22151766269019e-16,-1.8262997922066e-06
4.00721122950642e-16,4.00721122950642e-16,-1.36837893331861e-06
9.22872889219661e-16,9.22872889219661e-16,-9.58717617481619e-07
-4.5102810375397e-17,-4.5102810375397e-17,-5.97315846829344e-07
6.34908792207511e-16,6.34908792207511e-16,-2.84173618223665e-07
5.48172618408671e-16,5.48172618408671e-16,-1.9290934079319e-08
-1.24032728532342e-16,-1.24032728532342e-16,1.97332206007018e-07
-1.70870262383715e-16,-1.70870262383715e-16,3.65695803024139e-07
3.41903155093304e-16,3.41903155093304e-16,4.85799856906287e-07
2.78423117894278e-16,2.78423117894278e-16,5.57644366517597e-07
1.07552855510562e-16,1.07552855510562e-16,5.81229331882843e-07
-7.7715611723761e-16,-7.7715611723761e-16,5.56554753949889e-07
-3.19189119579733e-16,-3.19189119579733e-16,4.83620632998893e-07
-2.77555756156289e-16,-2.77555756156289e-16,3.62426967714935e-07
7.07767178198537e-16,7.07767178198537e-16,2.53994346929853e-07
8.60422844084496e-16,8.60422844084496e-16,1.58322767312979e-07
-6.93889390390723e-17,-6.93889390390723e-17,7.54122306129146e-08
-6.80011602582908e-16,-6.80011602582908e-16,5.26273667700305e-09
1.80411241501588e-16,1.80411241501588e-16,-5.21257131208541e-08
-1.83880688453542e-16,-1.83880688453542e-16,-9.6753121032328e-08
-1.56558793706907e-16,-1.56558793706907e-16,-1.2861948544109e-07
-6.6266436782314e-16,-6.6266436782314e-16,-1.47724807272182e-07
-1.31838984174237e-16,-1.31838984174237e-16,-1.54069086065467e-07
-5.82867087928207e-16,-5.82867087928207e-16,-1.47652322507463e-07
4.16333634234434e-17,4.16333634234434e-17,-1.28474514540788e-07
-1.19348975147204e-15,-1.19348975147204e-15,-9.6535666432862e-08
-4.16333634234434e-16,-4.16333634234434e-16,-6.79168720985057e-08
-5.55111512312578e-16,-5.55111512312578e-16,-4.26181349100219e-08
8.32667268468867e-17,8.32667268468867e-17,-2.06394531743204e-08
1.94289029309402e-16,1.94289029309402e-16,-1.98082819591328e-09
-2.77555756156289e-17,-2.77555756156289e-17,1.33577391092654e-08
-3.19189119579733e-16,-3.19189119579733e-16,2.53762510032951e-08
-2.16840434497101e-17,-2.16840434497101e-17,3.40747065901911e-08
4.16333634234434e-16,4.16333634234434e-16,3.94531060876613e-08
-3.60822483003176e-16,-3.60822483003176e-16,4.15114483620638e-08
0,0,4.02497353224618e-08
2.22044604925031e-16,2.22044604925031e-16,3.56679656920988e-08
0,0,2.77661393877082e-08
4.44089209850063e-16,4.44089209850063e-16,2.05227992378099e-08
1.22124532708767e-15,1.22124532708767e-15,1.39379444652477e-08
0,0,8.01157407082087e-09
-3.33066907387547e-16,-3.33066907387547e-16,2.74368938679714e-09
-4.44089209850063e-16,-4.44089209850063e-16,-1.86570914273432e-09
4.44089209850063e-16,4.44089209850063e-16,-5.81662162879582e-09
-2.22044604925031e-16,-2.22044604925031e-16,-9.10904973672189e-09
-2.22044604925031e-16,-2.22044604925031e-16,-1.17429916901557e-08
4.44089209850063e-16,4.44089209850063e-16,-1.37184479331864e-08
-2.22044604925031e-16,-2.22044604925031e-16,-1.50354195760372e-08
0,0,-1.5693904842351e-08
