,000001.SS,^FTSE,^GSPC,Kilian
204,2033.0830078125,6510.39990234375,1782.5899658203125,-8.0204196
205,2056.302001953125,6809.7001953125,1859.449951171875,-33.564422
206,2033.3060302734375,6598.39990234375,1872.3399658203125,-7.2080085
207,2026.3580322265625,6780.0,1883.949951171875,-42.276481
208,2039.2120361328125,6844.5,1923.5699462890625,-47.594115
209,2048.326904296875,6743.89990234375,1960.22998046875,-55.95966
210,2201.56201171875,6730.10009765625,1930.6700439453125,-69.51752
211,2217.199951171875,6819.7998046875,2003.3699951171875,-52.961464
212,2363.8701171875,6622.7001953125,1972.2900390625,-34.729679
213,2420.177978515625,6546.5,2018.050048828125,-36.50169
214,2682.9189453125,6722.60009765625,2067.56005859375,-17.085428
215,3234.677001953125,6566.10009765625,2058.89990234375,-54.763383
216,3210.363037109375,6749.39990234375,1994.989990234375,-76.616258
217,3310.302978515625,6946.7001953125,2104.5,-106.30076
218,3747.89892578125,6773.0,2067.889892578125,-99.84632
219,4441.65478515625,6960.60009765625,2085.510009765625,-97.146244
220,4611.744140625,6984.39990234375,2107.389892578125,-96.358233
221,4277.22216796875,6521.0,2063.110107421875,-80.68844
222,3663.72607421875,6696.2998046875,2103.840087890625,-47.372771
223,3205.986083984375,6247.89990234375,1972.1800537109375,-38.360791
224,3052.781005859375,6061.60009765625,1920.030029296875,-56.120153
225,3382.56103515625,6361.10009765625,2079.360107421875,-67.444319
226,3445.405029296875,6356.10009765625,2080.409912109375,-98.291748
227,3539.181884765625,6242.2998046875,2043.93994140625,-109.48325
228,2737.60009765625,6083.7998046875,1940.239990234375,-138.83212
229,2687.97900390625,6097.10009765625,1932.22998046875,-161.54041
230,3003.9150390625,6174.89990234375,2059.739990234375,-139.45032
231,2938.323974609375,6241.89990234375,2065.300048828125,-93.625506
232,2916.615966796875,6230.7998046875,2096.949951171875,-91.67078
233,2929.60595703125,6504.2998046875,2098.860107421875,-93.742414
234,2979.339111328125,6724.39990234375,2173.60009765625,-78.357085
235,3085.490966796875,6781.5,2170.949951171875,-83.378141
236,3004.702880859375,6899.2998046875,2168.27001953125,-62.760942
237,3100.491943359375,6954.2001953125,2126.14990234375,-58.028445
238,3250.033935546875,6783.7998046875,2198.81005859375,-36.942778
239,3103.636962890625,7142.7998046875,2238.830078125,-39.130031
240,3159.166015625,7099.2001953125,2278.8701171875,-53.946908
241,3241.73291015625,7263.39990234375,2363.639892578125,-71.710255
242,3222.513916015625,7322.89990234375,2362.719970703125,-30.756312
243,3154.657958984375,7203.89990234375,2384.199951171875,-23.902863
244,3117.177978515625,7520.0,2411.800048828125,-46.416783
245,3192.427001953125,7312.7001953125,2423.409912109375,-58.649014
246,3273.028076171875,7372.0,2470.300048828125,-53.325912
247,3360.81005859375,7430.60009765625,2471.64990234375,-30.419149
248,3348.943115234375,7372.7998046875,2519.360107421875,-13.013121
249,3393.342041015625,7493.10009765625,2575.260009765625,-4.4420686
250,3317.18798828125,7326.7001953125,2647.580078125,-6.6091459
251,3307.172119140625,7687.7998046875,2673.610107421875,4.0858289
252,3480.8330078125,7533.60009765625,2823.81005859375,-22.661531
253,3259.407958984375,7231.89990234375,2713.830078125,-32.693618
254,3168.89697265625,7056.60009765625,2640.8701171875,-29.965839
255,3082.23193359375,7509.2998046875,2648.050048828125,-32.249792
256,3095.47412109375,7678.2001953125,2705.27001953125,-18.745714
257,2847.41796875,7636.89990234375,2718.3701171875,-14.207463
258,2876.40087890625,7748.7998046875,2816.2900390625,5.7998543
259,2725.25,7432.39990234375,2901.52001953125,9.3594275
260,2821.35009765625,7510.2001953125,2913.97998046875,-7.3803432
261,2602.782958984375,7128.10009765625,2711.739990234375,-0.89454422
262,2588.18798828125,6980.2001953125,2760.169921875,-26.596897
263,2493.89599609375,6728.10009765625,2506.85009765625,-15.169153
264,2584.572021484375,6968.89990234375,2704.10009765625,-37.704904
265,2940.9541015625,7074.7001953125,2784.489990234375,-90.310154
266,3090.758056640625,7279.2001953125,2834.39990234375,-82.725129
267,3086.39892578125,7418.2001953125,2945.830078125,-70.115429
268,2898.696044921875,7161.7001953125,2752.06005859375,-40.689435
269,2978.8779296875,7425.60009765625,2941.760009765625,-27.985623
270,2932.510009765625,7586.7998046875,2980.3798828125,18.502364
271,2886.239990234375,7207.2001953125,2926.4599609375,24.394066
272,2905.18994140625,7408.2001953125,2976.739990234375,37.310991
273,2929.06005859375,7248.39990234375,3037.56005859375,16.09278
274,2871.97998046875,7346.5,3140.97998046875,-9.2395673
275,3050.1240234375,7542.39990234375,3230.780029296875,-12.078481
276,2976.528076171875,7286.0,3225.52001953125,-79.824329
277,2880.303955078125,6580.60009765625,2954.219970703125,-121.70021
278,2750.2958984375,5672.0,2584.590087890625,-94.590525
279,2860.08203125,5901.2001953125,2912.429931640625,-83.668336
280,2852.35107421875,6076.60009765625,3044.31005859375,-113.98536
281,2984.674072265625,6169.7001953125,3100.2900390625,-29.1028
282,3310.007080078125,5897.7998046875,3271.1201171875,5.9328489
283,3395.677978515625,5963.60009765625,3500.31005859375,-1.7052123
284,3218.052001953125,5866.10009765625,3363.0,-8.9418323
285,3224.532958984375,5577.2998046875,3269.9599609375,5.5993988
286,3391.760009765625,6266.2001953125,3621.6298828125,-26.850068
287,3473.069091796875,6460.5,3756.070068359375,-21.826531
288,3483.069091796875,6407.5,3714.239990234375,6.8722059
289,3509.080078125,6483.39990234375,3811.14990234375,-3.3810173
290,3441.909912109375,6713.60009765625,3972.889892578125,25.947318
291,3446.860107421875,6969.7998046875,4181.169921875,45.834078
292,3615.47998046875,7022.60009765625,4204.10986328125,63.428806
293,3591.199951171875,7037.5,4297.5,61.655311
294,3397.360107421875,7032.2998046875,4395.259765625,69.702365
295,3543.93994140625,7119.7001953125,4522.68017578125,85.009834
296,3568.169921875,7086.39990234375,4307.5400390625,98.984146
297,3547.340087890625,7237.60009765625,4605.3798828125,109.92019
298,3563.889892578125,7059.5,4567.0,54.202323
299,3639.780029296875,7384.5,4766.18017578125,55.503879
300,3361.43994140625,7464.39990234375,4515.5498046875,7.5982881
301,3462.31005859375,7458.2998046875,4373.93994140625,11.124173
302,3252.199951171875,7515.7001953125,4530.41015625,39.709575
303,3047.06005859375,7544.60009765625,4131.93017578125,29.027772
304,3186.429931640625,7607.7001953125,4132.14990234375,56.491693
305,3398.6201171875,7169.2998046875,3785.3798828125,34.562009
306,3253.239990234375,7423.39990234375,4130.2900390625,20.739755
307,3202.139892578125,7284.2001953125,3955.0,-17.764267
308,3024.389892578125,6893.7998046875,3585.6201171875,-12.805301
309,2893.47998046875,7094.5,3871.97998046875,6.7261218
310,3151.340087890625,7573.10009765625,4080.110107421875,-26.764699
311,3089.260009765625,7451.7001953125,3839.5,-15.449696
312,3255.669921875,7771.7001953125,4076.60009765625,-62.702798
313,3279.610107421875,7876.2998046875,3970.14990234375,-95.23362
314,3272.860107421875,7631.7001953125,4109.31005859375,-18.931188
315,3323.27001953125,7870.60009765625,4169.47998046875,-14.345556
316,3204.56005859375,7446.10009765625,4179.830078125,-18.709657
317,3202.06005859375,7531.5,4450.3798828125,-45.655888
318,3291.0400390625,7699.39990234375,4588.9599609375,-49.653976
319,3119.8798828125,7439.10009765625,4507.66015625,-39.943982
320,3110.47509765625,7608.10009765625,4288.0498046875,-20.966809
321,3018.77099609375,7321.7001953125,4193.7998046875,8.4613453
322,3029.673095703125,7453.7998046875,4567.7998046875,6.4668947
323,2974.93505859375,7733.2001953125,4769.830078125,39.051815
